year,quarter,bls_wage_goods,bls_wage_private,bls_wage_private_extended,nipa_comp,nipa_wage,nipa_comp_wage_ratio,bls_comp_private,bls_hours_millions,nipa_ndp,productivity,bls_comp_private_cpi_u_rs,productivity_cpi_u_rs,bls_comp_private_c_cpi_u,productivity_c_cpi_u,bls_comp_private_cpi_u_rs_index,bls_comp_private_c_cpi_u_index,productivity_cpi_u_rs_index,productivity_c_cpi_u_index
2010,3,20.316666666666666,19.086666666666666,19.086666666666666,7982234,6422530,1.2428488461712128,23.721841643921216,250672,12749833,50.8626132954618,33.341679199000424,71.48875543373615,32.15207381379282,68.93809180524343,1.1358082373290477,1.17190768245567,1.5245663532717462,1.5730217153681239
2010,4,20.456666666666667,19.21,19.21,8040983,6473571,1.242124787076561,23.86121715974074,251509,12896958,51.27831608411628,33.26699897560462,71.49156211189525,32.08532046539051,68.95210724038085,1.1332642019074284,1.169474596419747,1.5246262083784672,1.5733415180090757
2011,1,20.563333333333333,19.316666666666666,19.316666666666666,8170086,6577279,1.2421680758867002,23.99454666587809,251994,12914215,51.24810511361382,33.100245062876965,70.69626535936963,31.936403660922245,68.21050610192262,1.1275836101606096,1.164046742894223,1.5076657414853107,1.556419745671191
2011,2,20.616666666666667,19.393333333333334,19.393333333333334,8206445,6608231,1.2418520175823151,24.083650127646365,254078,13093952,51.535166366233994,32.84665790453763,70.28660401198705,31.707653921924514,67.84931732891953,1.118944981565943,1.1557090668225733,1.4989293198947242,1.548178180400047
2011,3,20.7,19.476666666666667,19.476666666666667,8287289,6681614,1.2403124454660206,24.15715206285986,254346,13160104,51.74095130255636,32.734920343348556,70.11322837108246,31.584408654054286,67.64900704507946,1.1151385613295737,1.1512169125348002,1.4952319178767932,1.5436075226107056
2011,4,20.766666666666666,19.563333333333333,19.563333333333333,8240879,6637603,1.241544424998,24.28874743437754,256197,13333202,52.04277177328384,32.75845774144235,70.19056641305713,31.610680478864726,67.73125844403658,1.1159403796927299,1.152174491616815,1.4968812258820472,1.545484325888703
2012,1,20.83,19.606666666666666,19.606666666666666,8456399,6836284,1.2369876675691063,24.253204868804943,257437,13530535,52.558625993932495,32.528253574788245,70.49131540022051,31.3962720561927,68.03822132091261,1.1080983094960664,1.1443595407316016,1.5032949868130911,1.552488570689995
2012,2,20.903333333333332,19.686666666666667,19.686666666666667,8503777,6875985,1.2367358276668725,24.347205994001833,257829,13643221,52.91577363291174,32.583001349597964,70.8153011117968,31.470058811395987,68.39645208934868,1.1099633317474404,1.1470489866997529,1.51020429320419,1.5606626405417527
2012,3,20.953333333333333,19.756666666666664,19.756666666666664,8546085,6906053,1.2374774708505711,24.448429899104447,260012,13729394,52.8029244804086,32.569716012060574,70.34301433795488,31.481286342450165,67.9922593044474,1.1095107571869152,1.1474582178421544,1.5001323242612972,1.5514398145076198
2012,4,21.023333333333333,19.85,19.85,8763190,7094176,1.2352653782482983,24.52001775822872,260209,13810510,53.07468227463308,32.4406477584575,70.21924247936586,31.383408733443986,67.93080101516243,1.1051139544720585,1.1438906867833794,1.4974927705308976,1.5500374660946734
2013,1,21.13,19.976666666666667,19.976666666666667,8732585,7043853,1.2397454915654826,24.76598243650646,261132.99999999997,14014978,53.6698846947724,32.63154225431775,70.71518825032622,31.603102869090385,68.48647701861053,1.1116169125133963,1.151898296085521,1.5080692903047581,1.5627168193701053
2013,2,21.213333333333335,20.07,20.07,8819553,7102954,1.241673957060682,24.92039631820789,261564.00000000003,14064334,53.77014420944778,32.873558619409295,70.93049264035493,31.847929479542913,68.71751713018082,1.1198613737296044,1.1608219564167503,1.5126608631578302,1.5679886669525402
2013,3,21.236666666666665,20.183333333333334,20.183333333333334,8845560,7112863,1.2436005023574894,25.100003472581996,262765,14259065,54.26546533975225,32.92680747512727,71.18678416686332,31.909645670300424,68.98771042071641,1.1216753342260701,1.1630714436037821,1.518126526052263,1.5741539074201756
2013,4,21.34,20.303333333333335,20.303333333333335,8942457,7196308,1.2426451174685686,25.229838035003507,263980,14457945,54.769092355481476,32.968782052720535,71.56884109156907,31.979101712027543,69.42043673373621,1.1231052283446084,1.1656030398350044,1.5262742568234438,1.5840278083270114
2014,1,21.473333333333333,20.46666666666667,20.46666666666667,9114238,7358624,1.2385791147910261,25.349585882723005,263921,14423011,54.64897071472145,32.917829297998395,70.96468942810505,31.94047821223099,68.85770310054903,1.121369486176897,1.1641952558022528,1.5133901424924263,1.5711874148407485
2014,2,21.533333333333335,20.546666666666667,20.546666666666667,9172447,7409380,1.2379506787342531,25.435759945726456,266739,14716713,55.17270815291352,32.84619738536568,71.24668836876043,31.907247542537394,69.21001221836718,1.1189292936497517,1.1629840344878017,1.5194040406778546,1.579226365126982
2014,3,21.643333333333334,20.64666666666667,20.64666666666667,9280613,7503016,1.2369176608446524,25.538226637572592,268330,14966200,55.775351246599335,32.899718708576984,71.85281080501888,31.96506512914715,69.81153235501506,1.1207525359469774,1.1650914218470565,1.532330183631053,1.5929517847375425
2014,4,21.68,20.726666666666667,20.726666666666667,9433535,7634308,1.2356765013934465,25.611454952214835,270933,15047888,55.540993529765665,33.073079258565215,71.72226976314538,32.15135415034497,69.72341696983867,1.1266581875348685,1.1718814515155385,1.5295462705673288,1.590941177673859
2015,1,21.75,20.85,20.85,9563849,7746184,1.234652959444289,25.74251420441343,272404,15172323,55.69787154373651,33.447402059117856,72.36857630017586,32.55614621688271,70.44020780363999,1.1394097624555615,1.1866356765562007,1.5433293780543458,1.6072968312380984
2015,2,21.923333333333336,20.96666666666667,20.96666666666667,9666156,7830788,1.2343784559101842,25.880801625583533,272817,15366922,56.32684913330181,33.39530204013407,72.68137080870909,32.513473829481235,70.76216423614947,1.137634937907176,1.1850803150291611,1.5500000212947356,1.6146431973250888
2015,3,21.993333333333332,21.073333333333334,21.073333333333334,9751718,7902978,1.2339295389661973,26.003008484480997,272996,15464802,56.64845638763938,33.42500012991792,72.817522758820445,32.57077866870557,70.956571660806,1.138646624655408,1.1871690133108899,1.5529035923642376,1.6190791643297668
2015,4,22.16,21.21,21.21,9815952,7957979,1.2334729709641103,26.16196171414878,274595,15484276,56.389504543054315,33.632530466858505,72.49157193474765,32.81821303522646,70.73639176086681,1.1457162945657302,1.196187723478972,1.545952378062246,1.6140551238490641
2016,1,22.259999999999998,21.343333333333334,21.343333333333334,9851656,7992710,1.23258018869695,26.307369827421905,275660,15564500,56.462671406805484,33.83559521983014,72.62026220346672,33.049361947152626,70.93279472893362,1.1526338411523847,1.20461284676173,1.548696821611336,1.6185366249414448
2016,2,22.53,21.483333333333334,21.483333333333334,9905216,8039211,1.232112952378038,26.469893260254853,276301,15716782,56.88282706179131,33.77392003549557,72.57891196193536,32.985559293548356,70.88475372315533,1.150532831722479,1.2022873103016891,1.5478149880060943,1.6174404306120331
2016,3,22.686666666666667,21.60333333333333,21.60333333333333,9998495,8119315,1.2314456330367771,26.603330492371175,277423,15872394,57.213691727073815,33.80019716341513,72.69142716459874,33.05497820856345,71.0887433365614,1.1514279809489545,1.2048175533051444,1.5502144827402156,1.622095042934402
2016,4,22.793333333333333,21.726666666666667,21.726666666666667,10109063,8213718,1.2307536002575203,26.740173221595057,276681,16033540,57.94955201116087,33.75768426092346,73.15744231136438,33.03197868549978,71.58474071966931,1.1499797484062981,1.2039792460181176,1.5601527032136777,1.6334126560850344
2017,1,22.886666666666667,21.843333333333334,21.843333333333334,10224281,8310984,1.2302130529910777,26.871953787501777,277826,16190675,58.27631323202292,33.69368047458014,73.07036521436623,33.00302772024586,71.57256953622455,1.147799413477301,1.2029240152173901,1.558295700508588,1.6331349353741909
2017,2,23.033333333333335,21.973333333333333,21.973333333333333,10335907,8402114,1.2301555299059261,27.030617510466215,279592,16309668,58.33381498755329,33.8516857217852,73.05411987524211,33.17393967193581,71.59150021199721,1.153181975652577,1.209153567636588,1.5579492530529586,1.6335668934295593
2017,3,23.273333333333333,22.12333333333333,22.12333333333333,10478366,8518258,1.230106672044918,27.21405994120707,279711,16522135,59.068592225547086,33.91441512088851,73.61183012279486,33.30296112229728,72.28465854363712,1.1553188976653825,1.2138562574150409,1.5698429595965269,1.6493833031865666
2017,4,23.433333333333334,22.233333333333334,22.233333333333334,10658933,8666283,1.2299313327293835,27.345473297683295,281873,16830117,59.708155800662,33.81246074483746,73.8286608602076,33.2247500566852,72.54540929780433,1.1518457486539193,1.2110055502048416,1.5744670832731655,1.6553330849090195
2018,1,23.7,22.433333333333334,22.433333333333334,10783040,8762541,1.2305836857139956,27.606094016183967,282894,17079080,60.372719110338146,33.849044050226844,74.02564185283798,33.30352193016236,72.83262071396112,1.1530919852145312,1.2138766982441231,1.5786678920825552,1.6618866430752743
2018,2,23.86,22.596666666666668,22.596666666666668,10891035,8843404,1.2315433061748622,27.82877357519797,284555,17285721,60.74650243362443,33.93685325432855,74.07962601129319,33.40631182174435,72.92152479858514,1.1560832687889653,1.2176232765930457,1.5798191560973103,1.6639152465952787
2018,3,24.04,22.776666666666667,22.776666666666667,11042029,8969020,1.2311299339281214,28.04103612843618,285882,17464292,61.08916266151769,34.05398017615923,74.18873984274232,33.566363444384194,73.12643609235862,1.1600732814645198,1.2234569819785026,1.5821461133242845,1.6685908897178134
2018,4,24.293333333333333,23.003333333333334,23.003333333333334,11113516,9024330,1.2315059400531674,28.32874164102303,286398,17546557,61.26633915041306,34.25830868287721,74.09016556687759,33.791858016395636,73.08137650410421,1.1670338787297703,1.2316760107983138,1.5800439222402503,1.667562725042035
2019,1,24.453333333333333,23.22,23.22,11329719,9221954,1.2285594788262877,28.527151098346398,286528,17684654,61.72050899039535,34.41796183804253,74.46569465463112,33.95709168529546,73.46856948401854,1.1724725780727172,1.237698596063124,1.5880524406203829,1.6763976514157444
2019,2,24.636666666666667,23.39333333333333,23.39333333333333,11390093,9273261,1.228272664815538,28.73339187225148,287713,17919218,62.28157226124645,34.41419842243449,74.59510507458157,34.01217785295739,73.72369827166334,1.1723443746183382,1.2397064262097557,1.5908122420859725,1.68221915173105
2019,3,24.803333333333335,23.616666666666667,23.616666666666667,11454739,9328934,1.2278722306321386,28.998249180095673,288800,18191104,62.98858725761773,34.60841160780145,75.17470937182836,34.23041072542869,74.35363422984578,1.178960386200152,1.2476607740784076,1.603172860261977,1.6965929603985659
2019,4,25.009999999999998,23.806666666666665,23.806666666666665,11617106,9475690,1.225990508342928,29.186747368617308,288632,18371241,63.64935627373264,34.58533343134881,75.42238885394657,34.26270343272466,74.71880953872962,1.178174211551869,1.2488378076964135,1.6084548630404867,1.7049254900022768
2020,1,25.21666666666667,24.023333333333333,24.023333333333333,11780704,9626979,1.2237176376929877,29.397776716177873,284611,18136396,63.72345411807695,34.72245288795667,75.26537312106197,34.439130987753835,74.65123653915214,1.1828452842769033,1.2552683977831676,1.605106351769899,1.7033836168096126
2020,2,25.313333333333333,24.973333333333333,24.973333333333333,11050970,8998015,1.2281564322797862,30.671159968800527,249933,16309994,65.25746500062017,36.54026561953883,77.74486218343286,36.23030771314562,77.08538053198258,1.2447703799545837,1.320554816857695,1.6579838368353625,1.7589256438484857
2020,3,25.456666666666667,24.773333333333333,24.773333333333333,11565735,9433736,1.2259973143195866,30.372040133410557,268383,18007300,67.09553138611611,35.76349514792006,79.0059113788293,35.43404682231231,78.27811995046879,1.2183091362087974,1.2915319842836344,1.6848769217891753,1.7861414393096484
2020,4,25.67,24.98,24.98,11981318,9799848,1.2226024322009892,30.54060875638071,273422,18335917,67.06086927898998,35.721699533777816,78.43747457579886,35.41211690157027,77.75769505355281,1.2168853386086929,1.2907326628233118,1.6727544611503853,1.7742664418644074
2021,1,25.933333333333334,25.253333333333334,25.253333333333334,12078038,9878709,1.2226332408414906,30.875564775383776,275449,18863827,68.48391898318745,35.747443532674616,79.29004844308398,35.462076760923566,78.65708723187161,1.217762326412284,1.292553644677534,1.6909364175133892,1.794788672609125
2021,2,26.316666666666666,25.666666666666668,25.666666666666668,12390242,10169985,1.2183146779469194,31.27007673397093,279292,19473359,69.72401286109162,35.49683041074568,79.14855729784858,35.29555442898776,78.69976501441064,1.2092250105029472,1.2864840890642257,1.6879189829811612,1.7957624895068613
2021,3,26.706666666666667,26.12666666666667,26.12666666666667,12689904,10447693,1.214613025095588,31.733789635664063,282531,19912337,70.47841475802656,35.45294243672738,78.73837981959717,35.28050730082652,78.35541405451188,1.2077299351615962,1.2859356378136728,1.679171554404207,1.7879051275833708
2021,4,27.02,26.596666666666668,26.596666666666668,13025315,10754127,1.2111922241572932,32.213675855170145,286382,20633233,72.0479394654692,35.24416695225961,78.82582597849508,35.147827215936125,78.61035601716684,1.2006178484068903,1.2810995948357786,1.6810364277086831,1.7937223649468268
2022,1,27.42,26.993333333333332,26.993333333333332,13177366,10886700,1.210409582334408,32.672989325813454,287730,20888252,72.59671219546102,34.96619476956249,77.69202728722662,34.88810724620758,77.51852319176346,1.1911485264518886,1.271633087960522,1.6568570819415904,1.7688090449094334
2022,2,27.813333333333333,27.39666666666667,27.39666666666667,13295185,10988940,1.2098696507579438,33.1463955319318,288937,21284055,73.66330722614272,34.62339316296565,76.94573140895675,34.547805637142154,76.77774852430684,1.17947074363182,1.2592294690734342,1.640941605742676,1.7519061308949895
2022,3,28.169999999999998,27.756666666666668,27.756666666666668,13609216,11271419,1.2074092889280401,33.51365716301263,291193,21626456,74.26846112372206,34.55975708822946,76.58668713079717,34.52860741022682,76.51765740245379,1.1773029350626938,1.2585297148447674,1.6332846417558824,1.7459714005893534
2022,4,28.593333333333334,28.12,28.12,13674981,11317049,1.208352194993589,33.978863723219725,291324,21978123,75.44219837706471,34.69179700994385,77.02510164554275,34.630345831753594,76.88866353468369,1.1818009697850715,1.262237968268128,1.642634252249334,1.754436977271996
2023,1,29.026666666666667,28.436666666666667,28.436666666666667,13965216,11565438,1.207495643485357,34.33715111524527,293158,22306194,76.08932384584422,34.73920737689642,76.98025940990273,34.70439337316233,76.90311340569282,1.1834160379703935,1.2649369196062723,1.6416779485167055,1.754766692822375
2023,2,29.37,28.79,28.79,14154119,11733262,1.2063242941306518,34.73007642802146,293329,22505994,76.72611299939658,34.87237039431624,77.04047058394416,34.873589140533944,77.04316305311309,1.187952331754228,1.2711039189970461,1.6429620096180297,1.7579623301087117
2023,3,29.773333333333333,29.1,29.1,14368722,11917506,1.2056819606384088,35.0853450545777,294250,22998665,78.1602888700085,34.93502001851613,77.8254069349815,34.962022224860384,77.88556026238106,1.1900865361776793,1.2743272075321996,1.6597015310013703,1.7771840559854242
2023,4,30.21666666666667,29.406666666666666,29.406666666666666,14448136,11976041,1.2064200515011596,35.476792314477436,294811,23289739,78.99888063878214,35.09148628508412,78.14089030088387,35.125741401004724,78.21716878147171,1.195416671872746,1.2802945912039352,1.6664295167070033,1.7847506623110576
2024,1,30.676666666666666,29.71,29.71,14644888,12138938,1.2064389817297032,35.84330214718948,295078,23554505,79.82467347616563,35.12409085001578,78.2229570181924,35.16116317899037,78.30551879063306,1.1965273697833965,1.2815856760026336,1.6681796682542356,1.7867666229987482
